name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,brand,mobile,total_sales
dreamer series: zoo keeper,ds,2010.0,simulation,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
d.c. ii p.s.: da capo ii plus situation,playstation_2,2008.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
the witcher,computer,2007.0,role-playing,0.0,0.05,0.0,0.01,81.0,88.0,mature,computer,0,0.060000000000000005
mike piazza's strike zone,nintendo_64,1998.0,sports,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
bust-a-move '99,nintendo_64,1998.0,puzzle,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
star soldier: vanishing earth,nintendo_64,1998.0,shooter,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
top gear hyper-bike,nintendo_64,1999.0,racing,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
brunswick circuit pro bowling,nintendo_64,1999.0,sports,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
olympic hockey 98,nintendo_64,1998.0,sports,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
cybertiger,nintendo_64,2000.0,sports,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
polaris snocross,nintendo_64,2000.0,racing,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
penny racers,nintendo_64,1998.0,racing,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
s.c.a.r.s,nintendo_64,1998.0,racing,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
another code r: a journey into lost memories,wii,2009.0,adventure,0.0,0.03,0.03,0.0,66.0,,na,nintendo,0,0.06
virtual chess 64,nintendo_64,1998.0,misc,0.05,0.01,0.0,0.0,,,na,nintendo,0,0.060000000000000005
marvel super heroes,saturn,1997.0,fighting,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
worms blast,game_cube,2002.0,puzzle,0.05,0.01,0.0,0.0,65.0,,everyone,nintendo,0,0.060000000000000005
atelier sophie: the alchemist of the mysterious book,playstation_vita,2015.0,role-playing,0.0,0.0,0.06,0.0,,80.0,teen,sony,1,0.06
prinny: can i really be the hero? (us sales),playstation_portable,null,action,0.06,0.0,0.0,0.0,,,na,sony,1,0.06
coded arms: contagion,playstation_portable,2007.0,shooter,0.05,0.0,0.0,0.01,56.0,66.0,teen,sony,1,0.060000000000000005
foster's home for imaginary friends: imagination invaders,ds,2007.0,adventure,0.06,0.0,0.0,0.0,,72.0,everyone,nintendo,1,0.06
smile precure! let's go! marchen world,3ds,2012.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
s.t.a.l.k.e.r.: call of pripyat,computer,2009.0,shooter,0.0,0.05,0.0,0.01,80.0,87.0,mature,computer,0,0.060000000000000005
ihra professional drag racing 2005,xbox,2004.0,racing,0.04,0.01,0.0,0.0,36.0,,everyone,microsoft,0,0.05
tokyo xtreme racer advance,gameboy_advanced,2005.0,racing,0.04,0.02,0.0,0.0,,,everyone,nintendo,1,0.06
doraemon: nobita no uchuu eiyuuki,3ds,2015.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
disney's kim possible: global gemini,ds,2007.0,platform,0.05,0.01,0.0,0.0,70.0,,everyone,nintendo,1,0.060000000000000005
rock blast,ds,2008.0,puzzle,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
i love beauty: hollywood makeover,ds,2009.0,misc,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
a new beginning,computer,2010.0,adventure,0.0,0.05,0.0,0.01,,,na,computer,0,0.060000000000000005
world cup of pool,ds,2009.0,sports,0.06,0.0,0.0,0.0,,,everyone,nintendo,1,0.06
santa claus is comin' to town!,wii,2011.0,puzzle,0.06,0.0,0.0,0.0,,,everyone,nintendo,0,0.06
create,computer,2010.0,action,0.04,0.01,0.0,0.01,54.0,68.0,everyone,computer,0,0.060000000000000005
mlb power pros 2008,ds,2008.0,sports,0.06,0.0,0.0,0.0,70.0,,everyone,nintendo,1,0.06
combat elite: wwii paratroopers,playstation_2,null,shooter,0.03,0.02,0.0,0.01,54.0,,teen,sony,0,0.060000000000000005
power pro success legends,playstation_portable,2010.0,sports,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
killer loop,playstation,1999.0,racing,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
cabela's dangerous hunts: ultimate challenge,playstation_portable,2006.0,sports,0.06,0.0,0.0,0.0,,40.0,teen,sony,1,0.06
little league world series baseball 2008,ds,2008.0,sports,0.06,0.0,0.0,0.0,61.0,,everyone,nintendo,1,0.06
worldwide soccer,saturn,1994.0,sports,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
toriko: gourmet battle!,3ds,2013.0,role-playing,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
tony hawk's pro skater 5,playstation_3,2015.0,sports,0.05,0.0,0.0,0.01,,31.0,teen,sony,0,0.060000000000000005
showtime championship boxing,ds,2007.0,fighting,0.06,0.0,0.0,0.0,33.0,,everyone_over_ten,nintendo,1,0.06
commandos: strike force,playstation_2,2006.0,shooter,0.03,0.02,0.0,0.01,58.0,85.0,teen,sony,0,0.060000000000000005
mobile suit gundam: gundam vs. zeta gundam,playstation_2,2004.0,shooter,0.03,0.02,0.0,0.01,57.0,86.0,teen,sony,0,0.060000000000000005
puzzler collection,wii,2008.0,puzzle,0.05,0.0,0.0,0.0,,,everyone,nintendo,0,0.05
rapala pro fishing,gameboy_advanced,2004.0,sports,0.04,0.02,0.0,0.0,,,everyone,nintendo,1,0.06
guilty gear x: advance edition,gameboy_advanced,2002.0,fighting,0.04,0.02,0.0,0.0,67.0,59.0,teen,nintendo,1,0.06
fate/tiger colosseum upper,playstation_portable,2008.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
zaidan houjin nippon kanji nouryoku kentei kyoukai kounin: kanken ds3 deluxe,ds,2009.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
warriors of the lost empire,playstation_portable,2007.0,role-playing,0.05,0.0,0.0,0.0,52.0,74.0,teen,sony,1,0.05
pop cutie! street fashion simulation,ds,2008.0,simulation,0.06,0.0,0.0,0.0,,,na,nintendo,1,0.06
ford racing 3,gameboy_advanced,2005.0,racing,0.04,0.02,0.0,0.0,,,everyone,nintendo,1,0.06
culdcept revolt,3ds,2016.0,strategy,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
devil's third,wii_u,2015.0,action,0.04,0.02,0.0,0.01,43.0,65.0,mature,nintendo,1,0.06999999999999999
pachipara 13: super umi no pachi-pro fuuunroku,playstation_2,2006.0,misc,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
world soccer winning eleven 9 (us sales),playstation_portable,2005.0,sports,0.05,0.0,0.0,0.0,,,na,sony,1,0.05
star trek: tactical assault,ds,2006.0,strategy,0.05,0.01,0.0,0.0,63.0,70.0,everyone,nintendo,1,0.060000000000000005
oddworld: munch's oddysee,gameboy_advanced,2003.0,platform,0.04,0.02,0.0,0.0,44.0,25.0,everyone,nintendo,1,0.06
winning post 4 maximum,playstation_2,2000.0,sports,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
xiaolin showdown,playstation_portable,2006.0,action,0.05,0.0,0.0,0.0,59.0,,everyone_over_ten,sony,1,0.05
exhibition volume 5,xbox,2004.0,misc,0.04,0.01,0.0,0.0,,,na,microsoft,0,0.05
record of lodoss war: eiyuu sensou,sega_cd,1994.0,role-playing,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
pro yakyuu netsu star 2007,playstation_2,2007.0,sports,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
starry ? sky: in summer,playstation_portable,2010.0,misc,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
klonoa beach volleyball,playstation,2002.0,sports,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
melty blood: actress again,playstation_2,2009.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
mahouka koukou no rettousei: out of order,playstation_vita,2014.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
3d lemmings,playstation,1995.0,puzzle,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
hi hi puffy amiyumi: kaznapped,gameboy_advanced,2005.0,action,0.04,0.02,0.0,0.0,,,na,nintendo,1,0.06
broken sword: the shadow of the templars,gameboy_advanced,2002.0,adventure,0.04,0.02,0.0,0.0,80.0,78.0,teen,nintendo,1,0.06
resident evil - code: veronica x,game_cube,2003.0,action,0.05,0.01,0.0,0.0,62.0,85.0,mature,nintendo,0,0.060000000000000005
corpse party: back to school edition,3ds,2016.0,adventure,0.05,0.0,0.0,0.01,,,na,nintendo,1,0.060000000000000005
tenchi muyou! ryoukouki gokuraku,saturn,1995.0,adventure,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
kelly slater's pro surfer,game_cube,2002.0,sports,0.05,0.01,0.0,0.0,80.0,,everyone,nintendo,0,0.060000000000000005
i am in the movie,playstation_portable,2012.0,simulation,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
zoo tycoon: complete collection,computer,2003.0,strategy,0.03,0.02,0.0,0.01,,80.0,everyone,computer,0,0.060000000000000005
trapt,playstation_2,2005.0,action,0.03,0.02,0.0,0.01,60.0,79.0,mature,sony,0,0.060000000000000005
splat renegade paintball,xbox,2005.0,sports,0.04,0.01,0.0,0.0,44.0,,teen,microsoft,0,0.05
lord of magna: maiden heaven,3ds,2014.0,role-playing,0.0,0.0,0.06,0.0,68.0,78.0,teen,nintendo,1,0.06
spongebob squarepants: plankton's robotic revenge,3ds,2013.0,shooter,0.0,0.06,0.0,0.0,,,everyone_over_ten,nintendo,1,0.06
metal max 4: gekkou no diva,3ds,2013.0,role-playing,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
magi: aratanaru sekai,3ds,2014.0,role-playing,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
worms 3d,xbox,2003.0,strategy,0.04,0.01,0.0,0.0,69.0,84.0,teen,microsoft,0,0.05
playmobil knights,ds,2009.0,action,0.04,0.01,0.0,0.0,,,everyone,nintendo,1,0.05
mxgp 2,xbox_one,2016.0,racing,0.03,0.02,0.0,0.01,,,na,microsoft,0,0.060000000000000005
popolocrois,playstation_portable,2005.0,role-playing,0.05,0.0,0.0,0.0,66.0,74.0,everyone,sony,1,0.05
dragon rage,playstation_2,2001.0,shooter,0.03,0.02,0.0,0.01,50.0,64.0,teen,sony,0,0.060000000000000005
theresia...,ds,2008.0,adventure,0.05,0.0,0.0,0.0,61.0,80.0,mature,nintendo,1,0.05
sacred 2: fallen angel,computer,2008.0,role-playing,0.0,0.05,0.0,0.01,71.0,69.0,mature,computer,0,0.060000000000000005
dance sensation!,wii,2010.0,misc,0.06,0.0,0.0,0.0,,,na,nintendo,0,0.06
adventure time: the secret of the nameless kingdom,xbox_360,2014.0,action,0.0,0.05,0.0,0.0,58.0,75.0,everyone_over_ten,microsoft,0,0.05
teenage mutant ninja turtles 3: mutant nightmare,ds,2005.0,action,0.05,0.0,0.0,0.0,58.0,70.0,everyone,nintendo,1,0.05
raw danger! (jp sales),playstation_2,2006.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
archer maclean presents: pool paradise,playstation_2,2004.0,sports,0.03,0.02,0.0,0.01,,,na,sony,0,0.060000000000000005
jumper: griffin's story,xbox_360,2008.0,action,0.05,0.0,0.0,0.0,29.0,33.0,teen,microsoft,0,0.05
tabi no yubisashi kaiwachou ds: ds series 3 kankoku,ds,2006.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
utawarerumono: itsuwari no kamen,playstation_4,2015.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
pro evolution soccer 2011,computer,2010.0,sports,0.0,0.05,0.0,0.01,79.0,,na,computer,0,0.060000000000000005
backyard skateboarding 2006,gameboy_advanced,2004.0,sports,0.04,0.02,0.0,0.0,,,na,nintendo,1,0.06
syndicate,computer,1992.0,strategy,0.0,0.05,0.0,0.01,,,na,computer,0,0.060000000000000005
tron 2.0: killer app,xbox,2004.0,action,0.04,0.01,0.0,0.0,69.0,43.0,teen,microsoft,0,0.05
steins;gate: hiyoku renri no darling,playstation_portable,2012.0,action,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
call of duty: the war collection,xbox_360,2010.0,shooter,0.05,0.0,0.0,0.0,,,mature,microsoft,0,0.05
gegege no kitarou: youkai daigekisen,ds,2008.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
dig dug: digging strike,ds,2005.0,puzzle,0.05,0.0,0.0,0.0,65.0,,everyone,nintendo,1,0.05
fifa soccer 07,ds,2006.0,sports,0.05,0.01,0.0,0.0,,,na,nintendo,1,0.060000000000000005
emblem of gundam,ds,2008.0,strategy,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
the fast and the furious,playstation_2,2006.0,racing,0.03,0.02,0.0,0.01,59.0,66.0,teen,sony,0,0.060000000000000005
satisfashion,ds,2010.0,misc,0.05,0.0,0.0,0.0,,,na,nintendo,1,0.05
imagine: resort owner,ds,2010.0,strategy,0.05,0.0,0.0,0.0,,,everyone,nintendo,1,0.05
g-police: weapons of justice,playstation,1999.0,action,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
paws & claws: pampered pets 2,ds,2011.0,simulation,0.05,0.0,0.0,0.0,,,na,nintendo,1,0.05
policenauts,3do,1995.0,adventure,0.0,0.0,0.06,0.0,,,na,panasonic,0,0.06
all kamen rider: rider generation 2,playstation_portable,2012.0,action,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
killing zone,playstation,1996.0,fighting,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
adventures of lolo,nintendo_entertainment_system,1989.0,puzzle,0.06,0.0,0.0,0.0,,,na,nintendo,0,0.06
quiz! hexagon ii,ds,2010.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
vampire rain: altered species,playstation_3,2008.0,action,0.05,0.0,0.0,0.0,30.0,35.0,mature,sony,0,0.05
the history channel: battle for the pacific,xbox_360,2007.0,shooter,0.05,0.0,0.0,0.0,35.0,61.0,teen,microsoft,0,0.05
blazblue central fiction,playstation_3,2016.0,fighting,0.02,0.02,0.02,0.01,,,teen,sony,0,0.06999999999999999
racing gears advance,gameboy_advanced,2004.0,racing,0.04,0.02,0.0,0.0,83.0,89.0,everyone,nintendo,1,0.06
syphon filter: logan's shadow,playstation_2,2010.0,shooter,0.03,0.02,0.0,0.01,,79.0,teen,sony,0,0.060000000000000005
ntra breeders' cup world thoroughbred championships,xbox,2005.0,simulation,0.04,0.01,0.0,0.0,,,na,microsoft,0,0.05
mayhem 3d,playstation_3,2011.0,racing,0.05,0.0,0.0,0.01,53.0,,everyone_over_ten,sony,0,0.060000000000000005
daito giken koushiki pachi-slot simulator: shin yoshimune,playstation_2,2008.0,misc,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
toy soldiers: war chest,xbox_one,2015.0,action,0.05,0.0,0.0,0.01,60.0,84.0,na,microsoft,0,0.060000000000000005
tanjou s debut,saturn,1996.0,simulation,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
inversion,xbox_360,2012.0,shooter,0.03,0.02,0.0,0.01,53.0,65.0,mature,microsoft,0,0.060000000000000005
nendoroid generation,playstation_portable,2012.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
pop'n twinbee: rainbow bell adventure,super_nintendo_entertainment_system,1993.0,platform,0.0,0.0,0.06,0.0,,,na,nintendo,0,0.06
need for speed: shift,computer,2009.0,racing,0.0,0.05,0.0,0.01,83.0,58.0,everyone,computer,0,0.060000000000000005
mercury meltdown,playstation_portable,2006.0,action,0.05,0.0,0.0,0.01,78.0,78.0,everyone,sony,1,0.060000000000000005
exist archive: the other side of the sky,playstation_vita,2015.0,role-playing,0.01,0.0,0.05,0.0,71.0,83.0,teen,sony,1,0.060000000000000005
zoo tycoon 2,computer,2004.0,strategy,0.0,0.05,0.0,0.01,72.0,81.0,everyone,computer,0,0.060000000000000005
broken helix,playstation,1997.0,action,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
crazy chicken: pharaoh's treasure,ds,2007.0,puzzle,0.05,0.0,0.0,0.0,,,na,nintendo,1,0.05
katekyoo hitman reborn! ds fate of heat iii - yuki no shugosha raishuu!,ds,2010.0,role-playing,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
brave: a warrior's tale,xbox_360,2009.0,action,0.05,0.01,0.0,0.0,42.0,50.0,everyone_over_ten,microsoft,0,0.060000000000000005
myst iii: exile,xbox,2002.0,adventure,0.04,0.01,0.0,0.0,55.0,,everyone,microsoft,0,0.05
hajime no ippo portable: victorious spirits,playstation_portable,2007.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
cmt presents: karaoke revolution country,playstation_2,2006.0,misc,0.03,0.02,0.0,0.01,71.0,,everyone_over_ten,sony,0,0.060000000000000005
katekyoo hitman reborn! ds: flame rumble mukuro kyoushuu,ds,2007.0,fighting,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
rooms: the main building,wii,2010.0,adventure,0.05,0.0,0.0,0.0,60.0,,everyone,nintendo,0,0.05
brave: a warrior's tale,wii,2009.0,action,0.05,0.0,0.0,0.0,48.0,,everyone_over_ten,nintendo,0,0.05
jumble madness,ds,2009.0,puzzle,0.06,0.0,0.0,0.0,,,everyone_over_ten,nintendo,1,0.06
brain quest: grades 3 & 4,ds,2008.0,misc,0.05,0.0,0.0,0.0,,,na,nintendo,1,0.05
cid to chocobo no fushigi na dungeon: toki wasure no meikyuu ds+,ds,2008.0,role-playing,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
vitamin x to z,playstation_portable,2011.0,adventure,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
fatal frame,xbox,2002.0,action,0.04,0.01,0.0,0.0,77.0,86.0,teen,microsoft,0,0.05
urban chaos: riot response,playstation_2,2006.0,shooter,0.03,0.02,0.0,0.01,73.0,78.0,mature,sony,0,0.060000000000000005
tom clancy's ghost recon: advanced warfighter,playstation_2,2006.0,shooter,0.03,0.02,0.0,0.01,44.0,46.0,teen,sony,0,0.060000000000000005
jacqueline wilson's tracy beaker: the game,ds,2009.0,misc,0.0,0.05,0.0,0.0,,,na,nintendo,1,0.05
teenage mutant ninja turtles ii: back from the sewers,gameboy,1991.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
ivy the kiwi?,wii,2010.0,puzzle,0.04,0.02,0.0,0.0,74.0,72.0,everyone,nintendo,0,0.06
resident evil 2,game_cube,2003.0,action,0.04,0.01,0.0,0.0,59.0,85.0,mature,nintendo,0,0.05
honeycomb beat,ds,2006.0,puzzle,0.05,0.0,0.0,0.0,61.0,,everyone,nintendo,1,0.05
real bout garou densetsu special: dominated mind,playstation,1998.0,fighting,0.0,0.0,0.05,0.0,,,na,sony,0,0.05
minna no sukkiri,playstation_portable,2009.0,sports,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
catwoman,xbox,2004.0,action,0.04,0.01,0.0,0.0,45.0,46.0,teen,microsoft,0,0.05
aquarium by ds,ds,2008.0,simulation,0.05,0.0,0.0,0.0,,,na,nintendo,1,0.05
winter sports 2: the next challenge,ds,2008.0,sports,0.04,0.02,0.0,0.0,,,everyone,nintendo,1,0.06
chaos rings iii,playstation_vita,2014.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
top gun: hard lock,xbox_360,2012.0,action,0.03,0.02,0.0,0.0,54.0,35.0,teen,microsoft,0,0.05
kamen rider: battride war genesis,playstation_4,2016.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
warriors orochi 2,xbox_360,2008.0,action,0.04,0.0,0.01,0.0,44.0,81.0,teen,microsoft,0,0.05
mana khemia: alchemists of al-revis,playstation_2,2007.0,role-playing,0.03,0.02,0.0,0.01,69.0,75.0,everyone_over_ten,sony,0,0.060000000000000005
burning rangers,saturn,1998.0,platform,0.0,0.0,0.06,0.0,,,na,sega,0,0.06
flip's twisted world,wii,null,platform,0.05,0.0,0.0,0.0,47.0,,everyone,nintendo,0,0.05
street fighter v,computer,2016.0,fighting,0.0,0.05,0.0,0.0,74.0,29.0,teen,computer,0,0.05
the amazing spider-man 2 (2014),wii_u,2014.0,action,0.03,0.02,0.0,0.0,,,na,nintendo,1,0.05
katekyoo hitman reborn! ds flame rumble xx - kessen! shin 6 chouka,ds,2010.0,action,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
samurai warriors 4: empires,playstation_3,2015.0,action,0.0,0.0,0.06,0.0,,,teen,sony,0,0.06
interplay sports baseball 2000,playstation,1999.0,sports,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
zone of the enders: the fist of mars,gameboy_advanced,2001.0,role-playing,0.04,0.02,0.0,0.0,71.0,90.0,everyone,nintendo,1,0.06
animorphs: shattered reality,playstation,2000.0,action,0.03,0.02,0.0,0.0,27.0,,everyone,sony,0,0.05
teenage mutant ninja turtles: tournament fighters,super_nintendo_entertainment_system,1992.0,fighting,0.0,0.0,0.06,0.0,,,na,nintendo,0,0.06
eikan wa kimini 2002: koshien no kodou,playstation_2,2002.0,sports,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
mx vs. atv supercross encore,playstation_4,2015.0,sports,0.0,0.05,0.0,0.01,42.0,41.0,everyone,sony,0,0.060000000000000005
gun showdown,playstation_portable,2006.0,action,0.05,0.0,0.0,0.01,73.0,76.0,mature,sony,1,0.060000000000000005
terminator 3: rise of the machines,gameboy_advanced,2003.0,action,0.04,0.02,0.0,0.0,50.0,,teen,nintendo,1,0.06
jissen pachislot hisshouhou! hokuto no ken portable se,playstation_portable,2006.0,misc,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
g1 jockey 2,playstation_2,2000.0,sports,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
tiger woods pga tour 08,ds,2007.0,sports,0.05,0.0,0.0,0.0,81.0,76.0,everyone,nintendo,1,0.05
mobile ops: the one year war,xbox_360,null,simulation,0.0,0.0,0.06,0.0,,,na,microsoft,0,0.06
constantine,xbox,2005.0,action,0.04,0.01,0.0,0.0,60.0,71.0,mature,microsoft,0,0.05
tom clancy's splinter cell: double agent,game_cube,2006.0,action,0.04,0.01,0.0,0.0,64.0,71.0,mature,nintendo,0,0.05
senritsu no stratus,playstation_portable,2011.0,role-playing,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
katekyoo hitman reborn! ds flame rumble x - mirai chou-bakuhatsu!!,ds,2009.0,fighting,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
gormiti: the lords of nature!,ds,2010.0,adventure,0.05,0.0,0.0,0.0,,,na,nintendo,1,0.05
monkey island: special edition collection,xbox_360,2011.0,adventure,0.0,0.05,0.0,0.01,,,na,microsoft,0,0.060000000000000005
samurai shodown anthology,wii,2008.0,fighting,0.05,0.0,0.0,0.0,74.0,82.0,teen,nintendo,0,0.05
s.t.a.l.k.e.r.: shadow of chernobyl,computer,2007.0,shooter,0.01,0.04,0.0,0.01,82.0,84.0,mature,computer,0,0.060000000000000005
nanostray,ds,2005.0,shooter,0.05,0.0,0.0,0.0,71.0,77.0,everyone,nintendo,1,0.05
wantame fortune channel,ds,2007.0,misc,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
atari's greatest hits: volume 2,ds,2011.0,misc,0.05,0.0,0.0,0.0,,,na,nintendo,1,0.05
evangelion: jo,playstation_portable,2009.0,action,0.0,0.0,0.06,0.0,,,na,sony,1,0.06
bleach: blade battlers 2nd,playstation_2,2007.0,fighting,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
samurai jack: the shadow of aku,playstation_2,2004.0,action,0.03,0.02,0.0,0.01,59.0,84.0,teen,sony,0,0.060000000000000005
men in black the series: crashdown,playstation,2001.0,shooter,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
kamen rider kabuto,playstation_2,2006.0,action,0.0,0.0,0.06,0.0,,,na,sony,0,0.06
tropico 5,xbox_360,2014.0,simulation,0.03,0.02,0.0,0.0,71.0,72.0,teen,microsoft,0,0.05
winx club: quest for the codex,ds,2006.0,action,0.03,0.02,0.0,0.0,,68.0,everyone,nintendo,1,0.05
zero divide,playstation,1995.0,fighting,0.03,0.02,0.0,0.0,,,na,sony,0,0.05
fifa street,game_cube,2005.0,sports,0.04,0.01,0.0,0.0,,,na,nintendo,0,0.05
tsugunai: atonement,playstation_2,2001.0,role-playing,0.02,0.01,0.02,0.0,67.0,,teen,sony,0,0.05
rugby world cup 2015,playstation_4,2015.0,sports,0.0,0.05,0.0,0.01,25.0,19.0,everyone,sony,0,0.060000000000000005
real soccer 2009,ds,2008.0,sports,0.05,0.0,0.0,0.0,70.0,,everyone,nintendo,1,0.05
lost kingdoms ii,game_cube,2003.0,role-playing,0.04,0.01,0.0,0.0,68.0,91.0,teen,nintendo,0,0.05
aggressive inline,game_cube,2002.0,sports,0.04,0.01,0.0,0.0,88.0,78.0,teen,nintendo,0,0.05
viewtiful joe: red hot rumble,game_cube,2005.0,action,0.04,0.01,0.0,0.0,62.0,69.0,teen,nintendo,0,0.05
zombiu,playstation_4,2016.0,action,0.0,0.04,0.01,0.01,,,na,sony,0,0.060000000000000005
blade dancer: lineage of light,playstation_portable,2006.0,role-playing,0.05,0.0,0.0,0.0,60.0,69.0,everyone_over_ten,sony,1,0.05
hakuoki: stories of the shinsengumi,playstation_3,2010.0,adventure,0.03,0.0,0.03,0.01,,65.0,mature,sony,0,0.06999999999999999
x-men: destiny,ds,2011.0,action,0.05,0.01,0.0,0.0,33.0,56.0,everyone_over_ten,nintendo,1,0.060000000000000005
kaite shabette hajimeyou! monster farm ds,ds,2007.0,role-playing,0.0,0.0,0.06,0.0,,,na,nintendo,1,0.06
rugby world cup 2015,playstation_3,2015.0,sports,0.0,0.05,0.0,0.01,,,everyone,sony,0,0.060000000000000005
the sims 2: university,computer,2005.0,simulation,0.01,0.04,0.0,0.01,81.0,78.0,teen,computer,0,0.060000000000000005
